what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1453862519811
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1453862519811
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1453862519811
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1453862519811
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1453862519811
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1453862519812
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1453862519812
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1453862519812
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1453862519813
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1453862519813
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1453862519814
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1453862519814
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1453862519814
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1453862519815
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1453862519815
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1453862519815
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1453862519816
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1453862519816
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1453862519816
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1453862519817
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1453862519817
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1453862519817
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1453862519817
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1453862519818
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1453862519818
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1453862519818
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1453862519818
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1453862519819
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1453862519819
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1453862519819
started,bundle,com.google.gdt.eclipse.core,3.0.1.v201206290133-rel-r36,"com.google.gdt.eclipse.core",1453862519820
started,bundle,com.google.gdt.eclipse.designer,2.6.0.r36x201206111227,"com.google.gdt.eclipse.designer",1453862519820
started,bundle,com.google.gdt.eclipse.designer.GXT,2.6.0.r36x201206111253,"com.google.gdt.eclipse.designer.GXT",1453862519820
started,bundle,com.google.gdt.eclipse.designer.SmartGWT,2.6.0.r36x201206111253,"com.google.gdt.eclipse.designer.SmartGWT",1453862519820
started,bundle,com.google.gdt.eclipse.designer.UiBinder,2.6.0.r36x201206111227,"com.google.gdt.eclipse.designer.UiBinder",1453862519820
started,bundle,com.google.gdt.eclipse.login,3.0.1.v201206290133-rel-r36,"com.google.gdt.eclipse.login",1453862519821
started,bundle,com.google.gdt.eclipse.managedapis,3.0.1.v201206290133-rel-r36,"com.google.gdt.eclipse.managedapis",1453862519821
started,bundle,com.google.gdt.eclipse.suite.ext,3.0.1.v201206290133-rel-r36,"com.google.gdt.eclipse.suite.ext",1453862519821
started,bundle,org.eclipse.wb.core,1.5.0.r36x201206111201,"org.eclipse.wb.core",1453862519821
started,bundle,org.eclipse.wb.core.lib,1.5.0.r36x201206111201,"org.eclipse.wb.core.lib",1453862519821
started,bundle,org.eclipse.wb.discovery.core,1.5.0.r36x201206111213,"org.eclipse.wb.discovery.core",1453862519821
started,bundle,org.eclipse.wb.discovery.ui,1.5.0.r36x201206111213,"org.eclipse.wb.discovery.ui",1453862519823
started,bundle,org.tigris.subversion.clientadapter,1.6.12,"org.tigris.subversion.clientadapter",1453862519823
started,bundle,org.tigris.subversion.subclipse.core,1.6.15,"org.tigris.subversion.subclipse.core",1453862519823
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1453862519823
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.0.1,"org.tigris.subversion.subclipse.tools.usage",1453862519823
os,sysinfo,,,"win32",1453862519825
arch,sysinfo,,,"x86",1453862519825
ws,sysinfo,,,"win32",1453862519825
locale,sysinfo,,,"zh_TW",1453862519825
processors,sysinfo,,,"4",1453862519825
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1453862519825
java.runtime.version,sysinfo,,,"1.7.0_51-b13",1453862519825
java.specification.name,sysinfo,,,"Java Platform API Specification",1453862519825
java.specification.vendor,sysinfo,,,"Oracle Corporation",1453862519825
java.specification.version,sysinfo,,,"1.7",1453862519825
java.vendor,sysinfo,,,"Oracle Corporation",1453862519825
java.version,sysinfo,,,"1.7.0_51",1453862519825
java.vm.info,sysinfo,,,"mixed mode, sharing",1453862519825
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1453862519825
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1453862519825
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1453862519825
java.vm.specification.version,sysinfo,,,"1.7",1453862519825
java.vm.vendor,sysinfo,,,"Oracle Corporation",1453862519825
java.vm.version,sysinfo,,,"24.51-b03",1453862519825
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1453862523514
started,bundle,com.collabnet.subversion.merge,2.2.1,"com.collabnet.subversion.merge",1453862523562
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1453862523572
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1453862523575
started,bundle,org.tigris.subversion.subclipse.ui,1.6.15,"org.tigris.subversion.subclipse.ui",1453862523595
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1453862524879
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1453862524885
closed,view,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.internal.introview",1453862524914
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1453862527161
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1453862532519
started,bundle,com.google.appengine.eclipse.core,3.0.1.v201206290133-rel-r36,"com.google.appengine.eclipse.core",1453862535506
started,bundle,com.google.gdt.eclipse.appengine.rpc,3.0.1.v201206290133-rel-r36,"com.google.gdt.eclipse.appengine.rpc",1453862535510
started,bundle,com.google.gdt.eclipse.platform.e36,3.0.1.v201206290133-rel-r36,"com.google.gdt.eclipse.platform.e36",1453862535515
started,bundle,com.google.gwt.eclipse.core,3.0.1.v201206290133-rel-r36,"com.google.gwt.eclipse.core",1453862535608
started,bundle,com.google.gdt.eclipse.designer.hosted,2.6.0.r36x201206111222,"com.google.gdt.eclipse.designer.hosted",1453862535625
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1453862535714
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1453862535718
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1453862536218
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1453862536361
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1453862536432
opened,view,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1453862536760
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1453862536794
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1453862538236
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1453862567298
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1453862568322
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1453862568324
started,bundle,com.google.gdt.eclipse.designer.gpe,2.6.0.r36x201206111341,"com.google.gdt.eclipse.designer.gpe",1453862568565
started,bundle,com.google.gdt.eclipse.designer.wizards,2.6.0.r36x201206111253,"com.google.gdt.eclipse.designer.wizards",1453862568567
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1453862570775
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1453862581329
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1453862585365
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1453862587366
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1453862589345
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1453862599536
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1453862602517
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1453862605118
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.13,"org.tigris.subversion.clientadapter.javahl",1453862606932
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.6.12,"org.tigris.subversion.clientadapter.svnkit",1453862606934
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1453862607156
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1453862609826
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1453862616886
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1453862618229
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1453862621242
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1453862621311
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1453862621487
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1453862621794
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1453862625915
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1453862627266
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1453862627552
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1453862632365
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1453862633605
started,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1453862636428
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1453862636445
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1453862637212
started,bundle,org.eclipse.wst.validation.ui,1.2.204.v201004150700,"org.eclipse.wst.validation.ui",1453862637213
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,"org.eclipse.wst.validation",1453862637222
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1453862637232
error,log,,,"Project facet jst.ejb has not been defined. It is used in plugin org.eclipse.jpt.core.",1453862637256
error,log,,,"Project facet jst.connector has not been defined. It is used in plugin org.eclipse.jpt.core.",1453862637257
error,log,,,"Project facet jst.web has not been defined. It is used in plugin org.eclipse.jpt.core.",1453862637257
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.core",1453862637262
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1453862638995
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1453862649827
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1453862649843
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1453862653628
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1453862653661
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1453862654623
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1453862657994
